seed,car_done,car_avg_kmh,car_avg_stops,car_avg_travel_s,suv_done,suv_avg_kmh,suv_avg_stops,suv_avg_travel_s,truck_done,truck_avg_kmh,truck_avg_stops,truck_avg_travel_s,bus_done,bus_avg_kmh,bus_avg_stops,bus_avg_travel_s,tram_done,tram_avg_kmh,tram_avg_stops,tram_avg_travel_s,tt[loopA 순환]_n,tt[loopA 순환]_avg_s,tt[loopA 순환]_avg_delay_s,tt[loopB 순환]_n,tt[loopB 순환]_avg_s,tt[loopB 순환]_avg_delay_s
42,4183,36.81,0.45,113.0,1476,40.86,0.44,110.5,585,38.86,0.36,117.0,124,31.6,1.61,155.3,6,28.44,40.17,4268.5,3,4305.8,1893.6,3,4195.7,1785.7
43,4227,36.46,0.46,114.8,1443,40.76,0.41,112.2,541,39.06,0.36,116.6,139,30.38,1.82,159.5,6,28.74,40.0,4222.6,3,4229.7,1817.5,3,4183.2,1773.2
44,4244,36.42,0.43,123.0,1462,40.99,0.4,112.1,529,38.4,0.42,118.5,128,31.17,1.72,156.5,6,27.92,40.0,4344.9,3,4308.9,1896.7,3,4349.1,1939.1
45,4312,36.45,0.46,114.7,1434,40.61,0.41,112.2,534,39.01,0.47,115.7,127,29.47,1.95,163.9,7,28.86,40.0,4203.6,4,4216.7,1804.5,3,4148.0,1738.0
46,4308,36.14,0.47,116.5,1430,39.92,0.44,113.8,600,37.93,0.47,120.3,122,30.01,1.91,162.3,7,28.61,40.0,4240.3,4,4274.6,1862.4,3,4156.1,1746.1
47,4270,35.93,0.45,119.5,1514,40.31,0.44,112.5,609,37.96,0.45,117.9,125,30.4,1.88,161.4,8,28.27,40.0,4291.7,4,4287.5,1875.3,4,4262.8,1852.8
48,4183,36.7,0.44,121.2,1468,41.11,0.41,111.8,560,37.98,0.47,118.7,131,31.39,1.69,155.3,6,28.92,40.0,4194.7,3,4224.7,1812.5,3,4131.7,1721.7
mean,4246.71,36.42,0.45,117.53,1461.0,40.65,0.42,112.16,565.43,38.46,0.43,117.81,128.0,30.63,1.8,159.17,6.57,28.54,40.02,4252.33,3.43,4263.99,1851.79,3.14,4203.8,1793.8
std,49.39,0.28,0.01,3.47,26.99,0.38,0.02,0.9,30.28,0.48,0.05,1.42,5.24,0.72,0.12,3.26,0.73,0.33,0.06,49.43,0.49,36.62,36.62,0.35,71.38,71.38
