seed,car_done,car_avg_kmh,car_avg_stops,car_avg_travel_s,suv_done,suv_avg_kmh,suv_avg_stops,suv_avg_travel_s,truck_done,truck_avg_kmh,truck_avg_stops,truck_avg_travel_s,bus_done,bus_avg_kmh,bus_avg_stops,bus_avg_travel_s,tram_done,tram_avg_kmh,tram_avg_stops,tram_avg_travel_s,tt[loopA 순환]_n,tt[loopA 순환]_avg_s,tt[loopA 순환]_avg_delay_s,tt[loopB 순환]_n,tt[loopB 순환]_avg_s,tt[loopB 순환]_avg_delay_s
42,4180,36.85,0.63,123.5,1480,40.05,0.65,127.3,585,38.74,0.59,132.4,124,30.9,1.69,157.0,4,26.46,47.75,4586.9,2,4602.6,2190.4,2,4532.9,2122.8
43,4222,36.53,0.52,125.5,1438,40.89,0.48,115.4,540,38.9,0.45,121.2,139,31.67,1.63,153.5,5,26.6,49.2,4559.4,2,4539.3,2127.1,3,4546.5,2136.5
44,4139,35.96,0.65,130.5,1428,40.46,0.62,125.8,510,37.39,0.72,138.3,128,30.22,1.87,159.9,4,25.82,48.0,4696.9,2,4686.6,2274.4,2,4667.1,2257.0
45,4283,36.67,0.66,130.5,1424,40.9,0.57,123.8,526,38.99,0.6,129.2,127,30.28,1.88,160.0,6,26.98,47.5,4496.3,3,4423.1,2010.9,3,4536.7,2126.7
46,3701,35.14,1.1,155.0,1183,39.44,1.01,146.1,497,38.34,1.0,148.9,121,30.0,1.84,161.3,6,26.75,47.33,4536.7,3,4605.6,2193.5,3,4429.7,2019.7
mean,4105.0,36.23,0.71,133.0,1390.6,40.35,0.67,127.68,531.6,38.47,0.67,134.0,127.8,30.61,1.78,158.34,5.0,26.52,47.96,4575.24,2.4,4571.44,2159.26,2.6,4542.58,2132.54
std,207.54,0.62,0.2,11.34,105.69,0.55,0.18,10.09,30.39,0.59,0.18,9.27,6.11,0.61,0.1,2.8,0.89,0.39,0.66,67.68,0.49,87.68,87.69,0.49,75.35,75.32
