seed,car_done,car_avg_kmh,car_avg_stops,car_avg_travel_s,suv_done,suv_avg_kmh,suv_avg_stops,suv_avg_travel_s,truck_done,truck_avg_kmh,truck_avg_stops,truck_avg_travel_s,bus_done,bus_avg_kmh,bus_avg_stops,bus_avg_travel_s,tram_done,tram_avg_kmh,tram_avg_stops,tram_avg_travel_s,tt[loopA 순환]_n,tt[loopA 순환]_avg_s,tt[loopA 순환]_avg_delay_s,tt[loopB 순환]_n,tt[loopB 순환]_avg_s,tt[loopB 순환]_avg_delay_s
42,4183,35.12,0.56,121.4,1477,39.15,0.54,117.9,586,37.25,0.53,124.7,124,30.3,1.81,160.6,6,28.44,40.17,4268.5,3,4305.8,1893.6,3,4195.7,1785.7
43,3853,34.16,0.59,121.7,1303,38.6,0.64,119.1,485,37.29,0.47,122.2,138,29.6,1.98,163.4,6,28.73,40.0,4223.6,3,4231.7,1819.5,3,4183.2,1773.2
44,4240,35.33,0.5,127.4,1463,39.82,0.47,115.8,528,37.44,0.5,121.5,128,30.38,1.83,160.7,6,27.92,40.0,4344.9,3,4308.9,1896.7,3,4349.1,1939.1
45,4311,35.33,0.54,118.3,1434,39.45,0.53,115.7,533,37.81,0.48,119.6,127,28.56,2.12,168.7,7,28.86,40.0,4203.6,4,4216.8,1804.6,3,4148.0,1738.0
46,4307,35.02,0.55,120.2,1430,38.57,0.56,118.6,601,36.93,0.56,124.0,122,29.42,2.07,165.5,7,28.61,40.0,4240.3,4,4274.6,1862.4,3,4156.1,1746.1
47,4270,34.95,0.52,122.4,1513,39.19,0.53,115.9,609,37.05,0.55,120.9,125,29.71,2.04,164.8,8,28.27,40.0,4291.7,4,4287.5,1875.3,4,4262.8,1852.8
48,4183,35.71,0.49,124.1,1466,39.92,0.47,115.4,560,36.97,0.57,122.0,131,30.79,1.78,158.5,6,28.9,40.0,4197.1,3,4229.5,1817.3,3,4131.7,1721.7
mean,4192.43,35.09,0.54,122.21,1440.86,39.24,0.53,116.91,557.43,37.25,0.52,122.13,127.86,29.82,1.95,163.17,6.57,28.53,40.02,4252.81,3.43,4264.97,1852.77,3.14,4203.8,1793.8
std,146.8,0.45,0.03,2.69,61.88,0.49,0.05,1.45,41.56,0.29,0.04,1.62,4.94,0.69,0.13,3.23,0.73,0.33,0.06,48.95,0.49,35.62,35.62,0.35,71.38,71.38
