seed,car_done,car_avg_kmh,car_avg_stops,car_avg_travel_s,suv_done,suv_avg_kmh,suv_avg_stops,suv_avg_travel_s,truck_done,truck_avg_kmh,truck_avg_stops,truck_avg_travel_s,bus_done,bus_avg_kmh,bus_avg_stops,bus_avg_travel_s,tram_done,tram_avg_kmh,tram_avg_stops,tram_avg_travel_s,tt[loopA 순환]_n,tt[loopA 순환]_avg_s,tt[loopA 순환]_avg_delay_s,tt[loopB 순환]_n,tt[loopB 순환]_avg_s,tt[loopB 순환]_avg_delay_s
42,4197,35.5,0.51,115.5,1484,39.13,0.5,116.9,586,37.11,0.51,123.9,124,29.68,1.9,163.7,6,28.12,41.17,4315.6,3,4338.6,1926.5,3,4259.6,1849.6
43,4064,33.63,0.62,123.4,1374,37.31,0.64,127.1,508,35.84,0.63,131.2,138,29.92,1.95,163.4,6,28.46,41.33,4263.0,3,4272.5,1860.3,3,4221.4,1811.4
44,4241,35.32,0.51,116.0,1461,39.11,0.5,118.9,528,37.12,0.5,123.6,128,29.22,2.07,167.2,6,27.77,40.5,4369.5,3,4334.5,1922.3,3,4372.5,1962.5
45,4316,35.06,0.54,117.9,1431,39.46,0.47,117.6,530,37.33,0.58,123.4,127,28.15,2.24,172.3,6,28.77,41.0,4215.7,3,4203.8,1791.6,3,4192.6,1782.6
46,4312,34.87,0.56,120.8,1432,38.17,0.56,124.8,601,36.41,0.58,132.0,122,29.45,1.95,166.0,7,28.23,41.29,4298.3,4,4320.6,1908.4,3,4227.8,1817.8
47,4277,35.13,0.51,115.9,1512,38.86,0.51,118.6,608,36.48,0.52,125.8,125,29.58,1.98,165.8,6,27.92,41.17,4345.6,3,4373.5,1961.4,4,4325.4,1915.4
48,4178,35.54,0.5,115.1,1464,39.38,0.47,117.5,553,36.12,0.6,126.9,131,30.29,1.88,162.2,6,28.55,41.33,4249.7,3,4283.4,1871.2,3,4181.6,1771.6
mean,4226.43,35.01,0.54,117.8,1451.14,38.77,0.52,120.2,559.14,36.63,0.56,126.69,127.86,29.47,2.0,165.8,6.14,28.26,41.11,4293.91,3.14,4303.84,1891.67,3.14,4254.41,1844.41
std,82.56,0.6,0.04,2.92,41.0,0.72,0.06,3.74,36.51,0.52,0.05,3.33,4.94,0.63,0.11,3.1,0.35,0.33,0.27,50.57,0.35,51.67,51.7,0.35,65.39,65.39
