seed,car_done,car_avg_kmh,car_avg_stops,car_avg_travel_s,suv_done,suv_avg_kmh,suv_avg_stops,suv_avg_travel_s,truck_done,truck_avg_kmh,truck_avg_stops,truck_avg_travel_s,bus_done,bus_avg_kmh,bus_avg_stops,bus_avg_travel_s,tram_done,tram_avg_kmh,tram_avg_stops,tram_avg_travel_s,tt[loopA 순환]_n,tt[loopA 순환]_avg_s,tt[loopA 순환]_avg_delay_s,tt[loopB 순환]_n,tt[loopB 순환]_avg_s,tt[loopB 순환]_avg_delay_s
42,4194,35.8,0.49,114.4,1481,39.56,0.48,115.5,588,37.12,0.54,123.8,124,29.56,1.91,163.1,6,28.12,41.17,4316.9,3,4341.1,1928.9,3,4259.6,1849.6
43,4234,35.65,0.51,114.4,1444,39.27,0.54,117.9,541,38.01,0.45,120.7,138,29.31,2.16,166.7,6,28.42,41.5,4269.9,3,4286.3,1874.2,3,4221.4,1811.4
44,4241,35.67,0.48,113.9,1461,39.66,0.48,116.8,528,37.2,0.46,122.8,128,30.48,1.83,161.6,6,27.75,40.5,4372.9,3,4341.3,1929.1,3,4372.5,1962.5
45,4314,35.46,0.5,115.5,1433,39.46,0.47,117.3,533,37.24,0.49,123.5,127,29.02,2.08,167.0,6,28.78,41.0,4214.1,3,4200.4,1788.2,3,4192.6,1782.6
46,4311,35.14,0.54,118.1,1432,38.92,0.52,120.9,601,36.63,0.54,128.4,122,28.94,1.99,167.7,7,28.18,41.86,4306.5,4,4335.1,1922.9,3,4227.8,1817.8
47,4251,35.47,0.5,115.0,1509,39.43,0.47,116.5,605,37.35,0.49,122.7,125,29.34,2.12,166.9,6,27.95,41.0,4339.8,3,4362.1,1949.9,4,4325.4,1915.4
48,4178,35.43,0.5,115.4,1464,39.34,0.48,117.8,559,36.31,0.57,125.8,131,29.29,2.02,166.4,6,28.57,41.33,4246.3,3,4276.6,1864.4,3,4181.6,1771.6
mean,4246.14,35.52,0.5,115.24,1460.57,39.38,0.49,117.53,565.0,37.12,0.51,123.96,127.86,29.42,2.02,165.63,6.14,28.25,41.19,4295.2,3.14,4306.13,1893.94,3.14,4254.41,1844.41
std,48.36,0.2,0.02,1.28,25.71,0.22,0.03,1.57,30.31,0.5,0.04,2.3,4.94,0.47,0.11,2.14,0.35,0.33,0.4,51.04,0.35,51.93,51.92,0.35,65.39,65.39
