seed,car_done,car_avg_kmh,car_avg_stops,car_avg_travel_s,suv_done,suv_avg_kmh,suv_avg_stops,suv_avg_travel_s,truck_done,truck_avg_kmh,truck_avg_stops,truck_avg_travel_s,bus_done,bus_avg_kmh,bus_avg_stops,bus_avg_travel_s,tram_done,tram_avg_kmh,tram_avg_stops,tram_avg_travel_s,tt[loopA 순환]_n,tt[loopA 순환]_avg_s,tt[loopA 순환]_avg_delay_s,tt[loopB 순환]_n,tt[loopB 순환]_avg_s,tt[loopB 순환]_avg_delay_s
42,4196,36.85,0.43,110.6,1482,40.53,0.43,112.5,586,38.56,0.38,118.3,124,30.13,1.85,161.2,6,28.12,41.17,4315.7,3,4338.7,1926.6,3,4259.6,1849.6
43,3990,35.3,0.52,114.9,1359,39.25,0.49,118.7,498,38.28,0.39,120.0,139,30.29,1.86,160.9,6,28.42,41.5,4270.0,3,4286.6,1874.5,3,4221.4,1811.4
44,4246,36.78,0.42,109.6,1461,40.63,0.41,113.5,528,37.96,0.47,119.7,128,29.77,1.94,163.9,6,27.8,40.33,4364.0,3,4323.5,1911.3,3,4372.5,1962.5
45,4319,36.26,0.47,112.2,1434,40.19,0.42,114.7,533,38.47,0.42,118.9,127,29.77,1.94,163.3,6,28.82,40.83,4208.9,3,4190.1,1778.0,3,4192.6,1782.6
46,4311,36.32,0.46,113.4,1430,39.54,0.47,118.2,601,37.87,0.43,123.6,122,29.3,1.97,164.8,7,28.22,41.57,4298.7,4,4321.4,1909.3,3,4227.8,1817.8
47,4266,36.22,0.45,111.2,1511,40.06,0.42,114.3,606,37.98,0.45,119.4,125,30.29,1.88,161.3,7,28.04,41.0,4327.5,4,4330.4,1918.2,4,4325.4,1915.4
48,4179,36.67,0.43,110.4,1463,40.88,0.42,112.7,558,37.53,0.57,121.1,131,30.76,1.79,158.4,6,28.57,41.33,4246.2,3,4276.6,1864.4,3,4181.6,1771.6
mean,4215.29,36.34,0.45,111.76,1448.57,40.15,0.44,114.94,558.57,38.09,0.44,120.14,128.0,30.04,1.89,161.97,6.29,28.28,41.1,4290.14,3.29,4295.33,1883.19,3.14,4254.41,1844.41
std,104.11,0.49,0.03,1.73,44.65,0.55,0.03,2.34,37.91,0.34,0.06,1.63,5.24,0.44,0.06,2.02,0.45,0.32,0.4,48.57,0.45,47.94,47.92,0.35,65.39,65.39
