veh_id,kind,length_m,origin,destination,depart_s,arrive_s,travel_s,dist_m,avg_kmh,stops
13,car,4.5,xloopA_0Aa,xloopA_0Ab,2153.4,2167.8,14.4,84.6,21.2,1
23,car,4.5,xloopA_0Ba,xloopA_0Bb,2161.7,2172.2,10.5,84.4,28.8,0
9,car,4.5,road_loopA_f0,xloopA_0Ab,2150.4,2224.1,73.7,505.0,24.7,1
26,suv,4.8,road_loopA_r0,xloopA_0Bb,2163.2,2233.6,70.4,895.8,45.8,0
43,car,4.5,xloopA_0Ba,xloopA_0Bb,2178.9,2238.9,60.0,84.0,5.0,1
46,car,4.5,xloopA_0Aa,xloopA_0Ab,2180.8,2239.4,58.6,84.4,5.2,1
59,car,4.5,xloopA_0Ba,xloopA_0Bb,2187.0,2241.5,54.5,84.6,5.6,1
97,car,4.5,xloopA_0Aa,xloopA_0Ab,2222.7,2241.5,18.8,84.2,16.1,0
12,car,4.5,road_loopA_f0,road_loopA_f1,2153.0,2242.4,89.4,1303.1,52.5,0
73,car,4.5,xloopA_0Ba,xloopA_0Bb,2200.6,2243.6,43.0,84.7,7.1,1
17,suv,4.8,road_loopA_f0,road_loopA_f1,2154.9,2244.2,89.3,1303.1,52.5,0
91,car,4.5,xloopA_0Ba,xloopA_0Bb,2215.1,2245.7,30.6,84.3,9.9,0
19,car,4.5,road_loopA_f0,road_loopA_f1,2156.5,2245.9,89.4,1303.1,52.5,0
108,car,4.5,xloopA_0Ba,xloopA_0Bb,2234.9,2247.8,12.9,84.0,23.5,0
28,suv,4.8,road_loopA_f0,road_loopA_f1,2165.4,2254.8,89.4,1303.1,52.5,0
16,car,4.5,road_loopA_r0,xloopA_0Ab,2154.5,2255.0,100.5,869.1,31.1,1
29,car,4.5,road_loopA_f0,road_loopA_f1,2165.6,2255.9,90.3,1303.1,52.0,0
25,car,4.5,road_loopA_f0,road_loopA_f1,2162.9,2256.7,93.8,1303.5,50.0,0
32,car,4.5,road_loopA_f0,road_loopA_f1,2168.7,2259.5,90.8,1303.4,51.7,0
34,suv,4.8,road_loopA_f0,road_loopA_f1,2170.1,2261.3,91.2,1303.1,51.4,0
35,car,4.5,road_loopA_f0,road_loopA_f1,2171.8,2263.1,91.3,1303.3,51.4,0
14,car,4.5,road_loopA_r0,xloopA_0Ab,2153.4,2263.7,110.3,868.9,28.4,2
31,truck,8.5,road_loopA_f0,road_loopA_f1,2167.1,2266.2,99.1,1303.3,47.4,0
