veh_id,kind,length_m,origin,destination,depart_s,arrive_s,travel_s,dist_m,avg_kmh,stops
13,car,4.5,xloopA_0Aa,xloopA_0Ab,2153.4,2226.0,72.6,84.2,4.2,1
23,car,4.5,xloopA_0Ba,xloopA_0Bb,2161.7,2226.6,64.9,84.1,4.7,1
46,car,4.5,xloopA_0Aa,xloopA_0Ab,2180.8,2228.7,47.9,84.7,6.4,1
43,car,4.5,xloopA_0Ba,xloopA_0Bb,2178.9,2228.8,49.9,84.3,6.1,1
59,car,4.5,xloopA_0Ba,xloopA_0Bb,2187.0,2231.2,44.2,84.4,6.9,1
97,car,4.5,xloopA_0Aa,xloopA_0Ab,2222.7,2232.7,10.0,84.7,30.6,0
73,car,4.5,xloopA_0Ba,xloopA_0Bb,2200.6,2233.3,32.7,84.4,9.3,0
91,car,4.5,xloopA_0Ba,xloopA_0Bb,2215.1,2235.3,20.2,84.5,15.1,0
9,car,4.5,road_loopA_f0,xloopA_0Ab,2150.4,2241.3,90.9,505.0,20.0,1
12,car,4.5,road_loopA_f0,road_loopA_f1,2153.0,2242.4,89.4,1303.1,52.5,0
26,suv,4.8,road_loopA_r0,xloopA_0Bb,2163.2,2243.1,79.9,895.6,40.3,0
17,suv,4.8,road_loopA_f0,road_loopA_f1,2154.9,2244.2,89.3,1303.1,52.5,0
19,car,4.5,road_loopA_f0,road_loopA_f1,2156.5,2245.9,89.4,1303.1,52.5,0
28,suv,4.8,road_loopA_f0,road_loopA_f1,2165.4,2254.8,89.4,1303.1,52.5,0
29,car,4.5,road_loopA_f0,road_loopA_f1,2165.6,2255.9,90.3,1303.1,52.0,0
25,car,4.5,road_loopA_f0,road_loopA_f1,2162.9,2256.7,93.8,1303.5,50.0,0
32,car,4.5,road_loopA_f0,road_loopA_f1,2168.7,2259.5,90.8,1303.4,51.7,0
16,car,4.5,road_loopA_r0,xloopA_0Ab,2154.5,2260.8,106.3,868.9,29.4,2
34,suv,4.8,road_loopA_f0,road_loopA_f1,2170.1,2261.3,91.2,1303.1,51.4,0
35,car,4.5,road_loopA_f0,road_loopA_f1,2171.8,2263.1,91.3,1303.3,51.4,0
14,car,4.5,road_loopA_r0,xloopA_0Ab,2153.4,2264.5,111.1,869.0,28.2,2
31,truck,8.5,road_loopA_f0,road_loopA_f1,2167.1,2266.2,99.1,1303.3,47.4,0
11,suv,4.8,road_loopA_r0,xloopA_0Ab,2151.9,2268.2,116.3,869.2,26.9,2
33,car,4.5,road_loopA_f0,road_loopA_f1,2169.8,2268.2,98.4,1302.8,47.6,0
103,truck,8.5,road_loopA_f0,xloopA_0Bb,2227.7,2269.5,41.8,479.0,41.2,0
56,car,4.5,road_loopA_r0,xloopA_0Ab,2184.9,2271.8,86.9,869.2,36.0,1
15,car,4.5,road_loopA_r0,road_loopA_r1,2153.6,2278.4,124.8,1298.0,37.5,1
24,car,4.5,road_loopA_r0,road_loopA_r1,2162.2,2279.9,117.7,1297.7,39.7,1
10,car,4.5,road_loopA_r0,road_loopA_r1,2151.2,2282.0,130.8,1297.6,35.7,1
21,car,4.5,road_loopA_r0,road_loopA_r1,2159.5,2284.8,125.3,1298.4,37.3,1
20,truck,8.5,road_loopA_r0,road_loopA_r1,2158.4,2285.1,126.7,1298.0,36.9,1
18,suv,4.8,road_loopA_r0,road_loopA_r1,2156.5,2286.0,129.5,1297.3,36.1,1
22,suv,4.8,road_loopA_r0,road_loopA_r1,2161.5,2287.1,125.6,1298.0,37.2,1
30,suv,4.8,road_loopA_r0,road_loopA_r1,2165.7,2287.4,121.7,1298.2,38.4,1
27,suv,4.8,road_loopA_r0,road_loopA_r1,2164.1,2288.9,124.8,1298.5,37.4,1
38,car,4.5,road_loopA_r0,road_loopA_r1,2177.1,2289.2,112.1,1297.5,41.7,1
37,car,4.5,road_loopA_r0,road_loopA_r1,2176.5,2290.6,114.1,1297.3,40.9,1
42,suv,4.8,road_loopA_r0,road_loopA_r1,2178.0,2290.8,112.8,1297.5,41.4,1
50,car,4.5,road_loopA_r0,road_loopA_r1,2182.7,2291.2,108.5,1298.5,43.1,0
52,car,4.5,road_loopA_r0,road_loopA_r1,2183.0,2292.9,109.9,1297.6,42.5,0
40,car,4.5,road_loopA_r0,road_loopA_r1,2177.3,2294.3,117.0,1297.5,39.9,0
44,car,4.5,road_loopA_r0,road_loopA_r1,2179.8,2296.1,116.3,1298.5,40.2,0
45,car,4.5,road_loopA_r0,road_loopA_r1,2179.9,2296.4,116.5,1298.2,40.1,1
65,car,4.5,road_loopA_r0,road_loopA_r1,2190.8,2297.2,106.4,1298.6,43.9,0
49,car,4.5,road_loopA_r0,road_loopA_r1,2182.4,2297.8,115.4,1297.7,40.5,0
66,car,4.5,road_loopA_r0,road_loopA_r1,2192.6,2298.6,106.0,1298.1,44.1,0
130,suv,4.8,road_loopA_f0,xloopA_0Bb,2259.9,2300.0,40.1,478.9,43.0,0
72,suv,4.8,road_loopA_r0,road_loopA_r1,2198.8,2300.5,101.7,1298.5,46.0,0
51,car,4.5,road_loopA_r0,road_loopA_r1,2182.8,2300.7,117.9,1298.4,39.6,0
54,suv,4.8,road_loopA_r0,road_loopA_r1,2184.1,2302.4,118.3,1298.3,39.5,0
76,car,4.5,road_loopA_r0,road_loopA_r1,2203.8,2304.3,100.5,1297.5,46.5,0
67,suv,4.8,road_loopA_r0,road_loopA_r1,2192.9,2304.6,111.7,1297.4,41.8,0
48,suv,4.8,road_loopA_f0,road_loopA_f1,2182.1,2305.8,123.7,1304.0,37.9,1
55,car,4.5,road_loopA_f0,road_loopA_f1,2184.4,2308.5,124.1,1303.1,37.8,1
70,truck,8.5,road_loopA_r0,road_loopA_r1,2197.2,2308.6,111.4,1297.6,41.9,0
86,car,4.5,road_loopA_r0,road_loopA_r1,2210.6,2308.8,98.2,1297.3,47.6,0
74,car,4.5,road_loopA_r0,road_loopA_r1,2201.6,2310.6,109.0,1297.4,42.9,0
85,suv,4.8,road_loopA_r0,road_loopA_r1,2210.1,2311.3,101.2,1298.0,46.2,0
63,car,4.5,road_loopA_r0,road_loopA_r1,2190.1,2311.8,121.7,1297.9,38.4,0
79,car,4.5,road_loopA_r0,road_loopA_r1,2206.3,2313.0,106.7,1297.4,43.8,0
80,car,4.5,road_loopA_r0,road_loopA_r1,2206.3,2313.4,107.1,1297.9,43.6,0
58,car,4.5,road_loopA_f0,road_loopA_f1,2187.0,2313.5,126.5,1303.4,37.1,1
88,truck,8.5,road_loopA_r0,road_loopA_r1,2211.4,2313.8,102.4,1298.3,45.7,0
39,car,4.5,road_loopA_f0,road_loopA_f1,2177.1,2314.2,137.1,1303.5,34.2,1
87,car,4.5,road_loopA_r0,road_loopA_r1,2211.2,2314.7,103.5,1297.4,45.1,0
62,car,4.5,road_loopA_f0,road_loopA_f1,2190.1,2315.8,125.7,1303.3,37.3,1
61,truck,8.5,road_loopA_f0,road_loopA_f1,2189.2,2316.3,127.1,1303.8,36.9,1
90,car,4.5,road_loopA_r0,road_loopA_r1,2212.6,2316.3,103.7,1297.9,45.1,0
